Company,TypeName,Inches,Ram_GB,Weight_kg,cpu_brand,cpu_ghz,gpu_brand,storage_type,storage_gb,res_width,res_height,ppi,is_touchscreen,is_ips,os_clean,Price_euros,log_price,ram_tier,storage_tier,cpu_perf_score,is_premium,weight_category
HP,Ultrabook,14.0,8,1.48,Intel,2.7,Intel,SSD,512.0,1920.0,1080.0,157.35,0,0,Windows,2089.0,7.644919344958857,Mid (8GB),High (512GB),2.7,1,Ultralight
Acer,Gaming,15.6,8,2.7,Intel,2.8,Nvidia,Hybrid,1152.0,1920.0,1080.0,141.21,0,1,Windows,1260.0,7.139660335964919,Mid (8GB),Ultra (1TB+),2.8,1,Heavy
HP,Notebook,13.3,8,1.34,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,165.63,0,1,Windows,1189.0,7.0817085861055755,Mid (8GB),Mid (256GB),2.5,0,Ultralight
Dell,Notebook,15.6,4,2.18,Intel,2.4,Intel,SSD,128.0,1366.0,768.0,100.45,0,0,Windows,547.0,6.306275286948016,Low (≤4GB),Low (≤128GB),2.4,0,Standard
HP,Notebook,14.0,4,1.64,Intel,2.5,Intel,HDD,500.0,1366.0,768.0,111.94,0,0,Windows,779.0,6.659293919683638,Low (≤4GB),High (512GB),2.5,0,Light
Toshiba,Notebook,13.3,4,1.2,Intel,2.3,Intel,SSD,128.0,1920.0,1080.0,165.63,0,0,Windows,1195.0,7.086737934510577,Low (≤4GB),Low (≤128GB),2.3,0,Ultralight
HP,Notebook,14.0,4,1.48,Intel,2.4,Intel,SSD,256.0,1366.0,768.0,111.94,0,0,Windows,1099.99,7.003965054029298,Low (≤4GB),Mid (256GB),2.4,0,Ultralight
HP,Notebook,14.0,4,1.95,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,1205.0,7.095064377287131,Low (≤4GB),Mid (256GB),2.5,0,Light
HP,Ultrabook,14.0,8,1.43,Intel,2.6,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,1449.0,7.27931883541462,Mid (8GB),Mid (256GB),2.6,1,Ultralight
HP,Notebook,14.0,8,1.64,Intel,2.5,Nvidia,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,1049.26,6.956793031546652,Mid (8GB),Mid (256GB),2.5,0,Light
HP,Notebook,14.0,4,1.64,Intel,2.4,Intel,HDD,500.0,1366.0,768.0,111.94,0,0,Windows,684.0,6.529418838262226,Low (≤4GB),High (512GB),2.4,0,Light
Dell,Gaming,15.6,8,2.65,Intel,2.5,Nvidia,Other,1024.0,1920.0,1080.0,141.21,0,0,Windows,949.0,6.856461984594587,Mid (8GB),Ultra (1TB+),2.5,1,Heavy
HP,Ultrabook,12.5,4,1.26,Intel,2.5,Intel,HDD,500.0,1920.0,1080.0,176.23,0,0,Windows,1539.0,7.3395376954076745,Low (≤4GB),High (512GB),2.5,1,Ultralight
HP,Notebook,14.0,4,1.48,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,1590.0,7.372118028337787,Low (≤4GB),Mid (256GB),2.5,0,Ultralight
HP,Ultrabook,14.0,8,1.54,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,1887.21,7.54338456933354,Mid (8GB),Mid (256GB),2.5,1,Light
HP,Notebook,13.3,4,1.49,Intel,2.4,Intel,HDD,500.0,1366.0,768.0,117.83,0,0,Windows,800.0,6.68586094706836,Low (≤4GB),High (512GB),2.4,0,Ultralight
Toshiba,Notebook,13.3,8,1.5,Intel,2.3,Intel,SSD,256.0,1366.0,768.0,117.83,0,0,Windows,1210.0,7.099201743553092,Mid (8GB),Mid (256GB),2.3,0,Light
HP,Notebook,15.6,4,2.04,Intel,2.4,Intel,SSD,256.0,1366.0,768.0,100.45,0,0,Windows,769.99,6.647675403310604,Low (≤4GB),Mid (256GB),2.4,0,Standard
Lenovo,Notebook,17.3,16,2.4,Intel,2.7,Nvidia,SSD,512.0,3840.0,2160.0,254.67,0,1,Windows,2968.0,7.99598047476376,High (16GB),High (512GB),2.7,1,Standard
Toshiba,Notebook,14.0,8,1.47,Intel,2.3,Intel,SSD,256.0,1920.0,1080.0,157.35,0,1,Windows,1490.0,7.307202314764738,Mid (8GB),Mid (256GB),2.3,0,Ultralight
HP,Notebook,14.0,8,1.43,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,2229.0,7.709756864454165,Mid (8GB),Mid (256GB),2.5,0,Ultralight
Dell,2 in 1 Convertible,15.6,4,2.08,Intel,2.3,Intel,HDD,1024.0,1920.0,1080.0,141.21,1,1,Windows,795.99,6.680842131660057,Low (≤4GB),Ultra (1TB+),2.3,0,Standard
Toshiba,Ultrabook,13.3,8,1.2,Intel,2.3,Intel,SSD,256.0,1920.0,1080.0,165.63,0,0,Windows,1590.0,7.372118028337787,Mid (8GB),Mid (256GB),2.3,1,Ultralight
HP,Notebook,13.3,8,1.11,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,165.63,0,1,Windows,1149.0,7.047517221357296,Mid (8GB),Mid (256GB),2.5,0,Ultralight
HP,Notebook,14.0,8,1.64,Intel,2.7,Nvidia,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,1185.43,7.078704077085276,Mid (8GB),Mid (256GB),2.7,0,Light
Dell,Notebook,15.6,8,2.09,Intel,2.4,Intel,HDD,500.0,1920.0,1080.0,141.21,0,0,Windows,1046.44,6.954104370919498,Mid (8GB),High (512GB),2.4,0,Standard
HP,Ultrabook,12.5,4,1.26,Intel,2.5,Intel,SSD,256.0,1366.0,768.0,125.37,0,0,Windows,1559.0,7.352441100243583,Low (≤4GB),Mid (256GB),2.5,1,Ultralight
HP,Notebook,14.0,4,2.31,Intel,2.5,Intel,HDD,500.0,1366.0,768.0,111.94,0,0,Windows,1189.0,7.0817085861055755,Low (≤4GB),High (512GB),2.5,0,Standard
HP,Notebook,14.0,4,1.95,Intel,2.5,Intel,HDD,500.0,1366.0,768.0,111.94,0,0,Windows,1060.0,6.966967138613983,Low (≤4GB),High (512GB),2.5,0,Light
Dell,Ultrabook,13.3,8,1.29,Intel,2.5,Intel,SSD,256.0,3200.0,1800.0,276.05,1,0,Windows,1624.0,7.393263094763838,Mid (8GB),Mid (256GB),2.5,1,Ultralight
HP,Notebook,17.3,8,2.63,Intel,2.5,Nvidia,SSD,256.0,1920.0,1080.0,127.34,0,0,Windows,1080.0,6.985641817639208,Mid (8GB),Mid (256GB),2.5,0,Heavy
HP,Notebook,14.0,4,1.64,Intel,2.5,Intel,SSD,256.0,1366.0,768.0,111.94,0,0,Windows,973.0,6.881411303642535,Low (≤4GB),Mid (256GB),2.5,0,Light
Acer,Notebook,15.6,6,2.1,AMD,2.5,AMD,HDD,1024.0,1366.0,768.0,100.45,0,0,Windows,409.0,6.016157159698354,Mid (8GB),Ultra (1TB+),2.25,0,Standard
MSI,Gaming,17.3,8,2.7,Intel,2.8,Nvidia,Hybrid,1152.0,1920.0,1080.0,127.34,0,0,Windows,1191.8,7.084058763450528,Mid (8GB),Ultra (1TB+),2.8,1,Heavy
HP,Notebook,14.0,8,1.95,Intel,2.3,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,1195.0,7.086737934510577,Mid (8GB),Mid (256GB),2.3,0,Light
HP,Notebook,15.6,8,1.84,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,1228.99,7.114761318252113,Mid (8GB),Mid (256GB),2.5,0,Light
HP,Ultrabook,12.5,8,1.26,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,176.23,0,0,Windows,1349.0,7.2078598714324755,Mid (8GB),Mid (256GB),2.5,1,Ultralight
HP,Notebook,15.6,4,2.04,Intel,2.5,Intel,HDD,500.0,1366.0,768.0,100.45,0,0,Windows,742.0,6.610696044717759,Low (≤4GB),High (512GB),2.5,0,Standard
Toshiba,Ultrabook,14.0,8,1.47,Intel,2.6,Intel,SSD,256.0,1920.0,1080.0,157.35,0,1,Windows,1725.0,7.453561871643373,Mid (8GB),Mid (256GB),2.6,1,Ultralight
Dell,Notebook,15.6,8,2.09,Intel,2.4,Intel,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,1062.95,6.969743676316205,Mid (8GB),Mid (256GB),2.4,0,Standard
HP,Notebook,14.0,8,1.64,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,1010.51,6.919199542866395,Mid (8GB),Mid (256GB),2.5,0,Light
Lenovo,2 in 1 Convertible,15.6,4,1.8,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,141.21,1,1,Windows,847.0,6.742880635791903,Low (≤4GB),Mid (256GB),2.5,0,Light
Vero,Notebook,14.0,2,1.45,Intel,1.44,Intel,SSD,32.0,1366.0,768.0,111.94,0,0,Windows,210.8,5.355642433167306,Low (≤4GB),Low (≤128GB),1.44,0,Ultralight
Toshiba,Notebook,15.6,16,2.4,Intel,2.5,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,1,Windows,1425.0,7.262628600974241,High (16GB),Mid (256GB),2.5,1,Standard
Lenovo,Notebook,15.6,8,2.3,Intel,2.3,Intel,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,1049.6,6.957116708519861,Mid (8GB),Mid (256GB),2.3,0,Standard
HP,Notebook,14.0,4,1.54,Intel,2.3,Intel,HDD,500.0,1920.0,1080.0,157.35,0,0,Windows,1000.0,6.90875477931522,Low (≤4GB),High (512GB),2.3,0,Light
HP,Notebook,15.6,8,1.84,Intel,2.4,Intel,Hybrid,756.0,1920.0,1080.0,141.21,0,0,Windows,2103.34,7.651757157760393,Mid (8GB),Ultra (1TB+),2.4,0,Light
HP,Notebook,14.0,8,1.43,Intel,2.3,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,1469.0,7.293017679772782,Mid (8GB),Mid (256GB),2.3,0,Ultralight
MSI,Gaming,17.3,16,3.78,Intel,2.7,Nvidia,Hybrid,1280.0,1920.0,1080.0,127.34,0,1,Windows,1545.64,7.343840115024246,High (16GB),Ultra (1TB+),2.7,1,Heavy
Lenovo,Gaming,17.3,16,4.6,Intel,2.6,Nvidia,Hybrid,1152.0,1920.0,1080.0,127.34,0,1,Windows,2289.99,7.736739317537815,High (16GB),Ultra (1TB+),2.6,1,Heavy
Asus,Netbook,11.6,4,1.2,Intel,1.6,Intel,SSD,16.0,1366.0,768.0,135.09,0,0,Chrome OS,287.9,5.66608060747219,Low (≤4GB),Low (≤128GB),1.6,0,Ultralight
Lenovo,Notebook,14.0,16,1.1,Intel,2.6,Intel,SSD,256.0,2560.0,1440.0,209.8,0,1,Windows,2620.0,7.8713112033234065,High (16GB),Mid (256GB),2.6,1,Ultralight
HP,Notebook,15.6,8,1.91,Intel,2.7,Nvidia,HDD,1024.0,1920.0,1080.0,141.21,0,1,Windows,979.0,6.887552571664617,Mid (8GB),Ultra (1TB+),2.7,0,Light
Dell,2 in 1 Convertible,15.6,8,2.3,Intel,2.7,Intel,SSD,256.0,1920.0,1080.0,141.21,1,1,Windows,1094.0,6.9985096422506015,Mid (8GB),Mid (256GB),2.7,0,Standard
HP,Notebook,15.6,4,2.04,Intel,2.5,Intel,SSD,256.0,1366.0,768.0,100.45,0,0,Windows,979.0,6.887552571664617,Low (≤4GB),Mid (256GB),2.5,0,Standard
Dell,Ultrabook,13.3,16,1.2,Intel,2.7,Intel,SSD,1024.0,3200.0,1800.0,276.05,1,0,Windows,2254.0,7.720905251936779,High (16GB),Ultra (1TB+),2.7,1,Ultralight
HP,Notebook,15.6,4,2.31,Intel,2.3,Intel,HDD,500.0,1366.0,768.0,100.45,0,0,Windows,705.15,6.559827679515073,Low (≤4GB),High (512GB),2.3,0,Standard
HP,Notebook,15.6,4,1.96,Intel,2.5,Intel,HDD,500.0,1366.0,768.0,100.45,0,0,No OS,499.0,6.214608098422191,Low (≤4GB),High (512GB),2.5,0,Light
Acer,Notebook,15.6,8,2.4,AMD,2.2,AMD,HDD,1024.0,1366.0,768.0,100.45,0,0,Windows,449.0,6.1092475827643655,Mid (8GB),Ultra (1TB+),1.98,0,Standard
Dell,2 in 1 Convertible,13.3,12,1.6,Intel,2.7,Intel,SSD,256.0,1920.0,1080.0,165.63,1,1,Windows,1299.0,7.170119543449628,High (16GB),Mid (256GB),2.7,0,Light
MSI,Gaming,15.6,16,2.94,Intel,2.6,Nvidia,Hybrid,1280.0,1920.0,1080.0,141.21,0,0,Windows,1819.0,7.506591780070841,High (16GB),Ultra (1TB+),2.6,1,Heavy
HP,Notebook,15.6,8,2.04,Intel,2.7,Intel,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,1070.0,6.976348070447749,Mid (8GB),Mid (256GB),2.7,0,Standard
Asus,Gaming,17.3,16,4.0,Intel,2.6,Nvidia,HDD,1024.0,1920.0,1080.0,127.34,0,1,No OS,998.0,6.906754778648554,High (16GB),Ultra (1TB+),2.6,1,Heavy
Dell,Notebook,15.6,4,2.25,Intel,2.5,Intel,HDD,1024.0,1920.0,1080.0,141.21,0,0,Windows,559.0,6.327936783729195,Low (≤4GB),Ultra (1TB+),2.5,0,Standard
Dell,Notebook,15.6,16,2.32,Intel,2.7,AMD,HDD,2048.0,1920.0,1080.0,141.21,0,0,Windows,989.99,6.898704443461719,High (16GB),Ultra (1TB+),2.7,1,Standard
MSI,Gaming,15.6,16,1.8,Intel,2.6,Nvidia,Hybrid,1280.0,1920.0,1080.0,141.21,0,0,Windows,1929.0,7.5652752818989315,High (16GB),Ultra (1TB+),2.6,1,Light
Dell,Ultrabook,13.3,8,1.29,Intel,2.7,Intel,SSD,256.0,1920.0,1080.0,165.63,0,0,Windows,1458.0,7.285506548522786,Mid (8GB),Mid (256GB),2.7,1,Ultralight
Asus,Gaming,17.3,64,3.58,Intel,2.7,Nvidia,SSD,1024.0,1920.0,1080.0,127.34,0,1,Windows,3975.0,8.288031567776464,Ultra (32GB+),Ultra (1TB+),2.7,1,Heavy
Dell,2 in 1 Convertible,13.3,8,1.62,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,165.63,1,0,Windows,798.01,6.68337346133251,Mid (8GB),Mid (256GB),2.5,0,Light
Dell,Gaming,15.6,16,3.21,Intel,2.6,Nvidia,Hybrid,1280.0,3840.0,2160.0,282.42,0,0,Windows,1329.0,7.1929342212158,High (16GB),Ultra (1TB+),2.6,1,Heavy
Apple,Ultrabook,12.0,8,0.92,Intel,1.1,Intel,SSD,256.0,2304.0,1440.0,226.42,0,1,macOS,1300.0,7.170888478512505,Mid (8GB),Mid (256GB),1.1,1,Ultralight
Dell,Notebook,15.6,4,2.06,Intel,2.3,Intel,HDD,500.0,1366.0,768.0,100.45,0,0,Windows,481.98,6.179975244927748,Low (≤4GB),High (512GB),2.3,0,Standard
HP,Notebook,15.6,4,2.31,Intel,2.3,Intel,HDD,500.0,1366.0,768.0,100.45,0,0,Windows,1199.0,7.090076835776092,Low (≤4GB),High (512GB),2.3,0,Standard
HP,Ultrabook,12.5,8,1.26,Intel,2.3,Intel,SSD,256.0,1920.0,1080.0,176.23,0,0,Windows,1199.0,7.090076835776092,Mid (8GB),Mid (256GB),2.3,1,Ultralight
HP,Notebook,13.3,8,1.49,Intel,2.7,Intel,SSD,256.0,1920.0,1080.0,165.63,0,0,Windows,1090.0,6.994849985833071,Mid (8GB),Mid (256GB),2.7,0,Ultralight
Lenovo,Ultrabook,12.5,8,1.3,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,176.23,1,1,Windows,1713.49,7.446870939281707,Mid (8GB),Mid (256GB),2.5,1,Ultralight
Lenovo,Notebook,17.3,8,3.0,Intel,2.3,AMD,HDD,1024.0,1600.0,900.0,106.11,0,0,Windows,659.0,6.492239835020471,Mid (8GB),Ultra (1TB+),2.3,0,Heavy
Lenovo,Notebook,15.6,4,2.3,Intel,2.3,Nvidia,HDD,1024.0,1920.0,1080.0,141.21,0,1,Windows,977.0,6.885509670034818,Low (≤4GB),Ultra (1TB+),2.3,0,Standard
MSI,Gaming,17.3,16,3.78,Intel,2.8,Nvidia,Hybrid,1280.0,1920.0,1080.0,127.34,0,0,Windows,2499.0,7.824046010856292,High (16GB),Ultra (1TB+),2.8,1,Heavy
Lenovo,Notebook,15.6,4,2.1,Intel,2.3,Intel,HDD,500.0,1366.0,768.0,100.45,0,0,Windows,540.0,6.293419278846481,Low (≤4GB),High (512GB),2.3,0,Standard
HP,Notebook,15.6,4,2.31,Intel,2.3,Intel,HDD,500.0,1920.0,1080.0,141.21,0,0,Windows,940.0,6.846943139585379,Low (≤4GB),High (512GB),2.3,0,Standard
Lenovo,Ultrabook,12.5,8,0.99,Intel,1.2,Intel,SSD,512.0,2560.0,1440.0,234.98,1,1,Windows,1399.0,7.24422751560335,Mid (8GB),High (512GB),1.2,1,Ultralight
Lenovo,Gaming,17.3,32,4.6,Intel,2.7,Nvidia,SSD,1536.0,1920.0,1080.0,127.34,0,1,Windows,3240.0,8.083637203141548,Ultra (32GB+),Ultra (1TB+),2.7,1,Heavy
Lenovo,2 in 1 Convertible,10.1,4,0.69,Intel,1.44,Intel,SSD,64.0,1920.0,1200.0,224.17,1,1,Windows,646.27,6.472763518115628,Low (≤4GB),Low (≤128GB),1.44,0,Ultralight
HP,Ultrabook,13.3,16,1.3,Intel,2.7,Intel,SSD,512.0,3840.0,2160.0,331.26,0,1,Windows,2049.0,7.6255950721324535,High (16GB),High (512GB),2.7,1,Ultralight
Dell,Notebook,15.6,8,2.18,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,750.0,6.621405651764134,Mid (8GB),Mid (256GB),2.5,0,Standard
HP,Notebook,14.0,4,1.54,Intel,2.3,Intel,HDD,500.0,1920.0,1080.0,157.35,0,0,Windows,1030.99,6.9392442560720795,Low (≤4GB),High (512GB),2.3,0,Light
HP,Workstation,15.6,8,1.9,Intel,2.5,AMD,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,1495.0,7.310550158534422,Mid (8GB),Mid (256GB),2.5,1,Light
Lenovo,Notebook,14.0,8,1.7,Intel,2.3,Intel,SSD,180.0,1920.0,1080.0,157.35,0,0,Windows,1199.0,7.090076835776092,Mid (8GB),Mid (256GB),2.3,0,Light
HP,Notebook,13.3,4,1.29,Intel,1.5,Intel,SSD,32.0,3200.0,1800.0,276.05,0,0,Chrome OS,615.0,6.423246963533519,Low (≤4GB),Low (≤128GB),1.5,0,Ultralight
Acer,Notebook,15.6,4,2.4,AMD,2.2,AMD,HDD,500.0,1366.0,768.0,100.45,0,0,Windows,387.0,5.961005339623274,Low (≤4GB),High (512GB),1.98,0,Standard
Dell,Notebook,15.6,4,2.2,Intel,1.6,Intel,HDD,500.0,1366.0,768.0,100.45,0,0,Linux,393.49,5.977593791422191,Low (≤4GB),High (512GB),1.6,0,Standard
HP,Notebook,15.6,4,1.86,Intel,2.5,Intel,HDD,1024.0,1366.0,768.0,100.45,0,0,No OS,345.99,5.849295961087796,Low (≤4GB),Ultra (1TB+),2.5,0,Light
Asus,Gaming,17.3,8,2.7,Intel,2.8,Nvidia,Hybrid,1280.0,1920.0,1080.0,127.34,0,1,Windows,1599.0,7.3777589082278725,Mid (8GB),Ultra (1TB+),2.8,1,Heavy
Dell,Ultrabook,13.3,4,1.4,Intel,1.6,AMD,SSD,256.0,1920.0,1080.0,165.63,0,1,Windows,818.35,6.708511342992233,Low (≤4GB),Mid (256GB),1.6,1,Ultralight
HP,Netbook,12.5,4,2.4,Intel,2.3,Intel,SSD,128.0,1366.0,768.0,125.37,0,0,Windows,1599.0,7.3777589082278725,Low (≤4GB),Low (≤128GB),2.3,0,Standard
Acer,Notebook,15.6,8,2.4,Intel,2.5,Nvidia,Hybrid,1280.0,1920.0,1080.0,141.21,0,0,Windows,799.0,6.684611727667927,Mid (8GB),Ultra (1TB+),2.5,0,Standard
Dell,Notebook,15.6,8,2.36,Intel,2.5,AMD,HDD,1024.0,1920.0,1080.0,141.21,0,0,Windows,638.8,6.461155627515417,Mid (8GB),Ultra (1TB+),2.5,0,Standard
MSI,Gaming,17.3,8,2.6,Intel,2.6,Nvidia,SSD,256.0,1920.0,1080.0,127.34,0,0,Windows,1599.0,7.3777589082278725,Mid (8GB),Mid (256GB),2.6,1,Heavy
HP,Notebook,15.6,4,1.96,Intel,1.6,Intel,HDD,1024.0,1366.0,768.0,100.45,0,0,Windows,500.0,6.2166061010848646,Low (≤4GB),Ultra (1TB+),1.6,0,Light
Asus,Gaming,17.3,16,4.3,Intel,2.6,Nvidia,Hybrid,1152.0,1920.0,1080.0,127.34,0,1,Windows,2299.0,7.7406644019172415,High (16GB),Ultra (1TB+),2.6,1,Heavy
Dell,Ultrabook,12.5,4,1.5,Intel,2.3,Intel,HDD,500.0,1366.0,768.0,125.37,0,0,Windows,1135.15,7.035400632817807,Low (≤4GB),High (512GB),2.3,1,Light
Dell,Ultrabook,12.5,4,1.5,Intel,2.3,Intel,SSD,128.0,1366.0,768.0,125.37,0,0,Windows,1166.97,7.063022478126802,Low (≤4GB),Low (≤128GB),2.3,1,Light
Acer,Notebook,15.6,4,2.2,Intel,1.5,Intel,SSD,16.0,1366.0,768.0,100.45,0,0,Chrome OS,209.0,5.3471075307174685,Low (≤4GB),Low (≤128GB),1.5,0,Standard
HP,Workstation,17.3,8,3.0,Intel,2.6,AMD,HDD,1024.0,1920.0,1080.0,127.34,0,1,Windows,2899.0,7.9724660159745655,Mid (8GB),Ultra (1TB+),2.6,1,Heavy
Lenovo,Gaming,15.6,16,2.4,Intel,2.8,Nvidia,SSD,512.0,1920.0,1080.0,141.21,0,0,Windows,1199.0,7.090076835776092,High (16GB),High (512GB),2.8,1,Standard
Dell,Ultrabook,12.5,8,1.5,Intel,2.3,Intel,SSD,256.0,1366.0,768.0,125.37,0,0,Windows,1413.1,7.2542485653137305,Mid (8GB),Mid (256GB),2.3,1,Light
MSI,Gaming,17.3,8,2.9,Intel,2.6,Nvidia,Hybrid,1152.0,1920.0,1080.0,127.34,0,0,Windows,1511.19,7.32131421022041,Mid (8GB),Ultra (1TB+),2.6,1,Heavy
Lenovo,2 in 1 Convertible,15.6,4,2.1,Intel,2.3,Intel,SSD,256.0,1920.0,1080.0,141.21,1,1,Windows,867.0,6.7661917146603505,Low (≤4GB),Mid (256GB),2.3,0,Standard
HP,Notebook,15.6,4,2.1,AMD,2.5,AMD,HDD,1024.0,1920.0,1080.0,141.21,0,0,Windows,398.0,5.988961416889864,Low (≤4GB),Ultra (1TB+),2.25,0,Standard
Asus,Gaming,15.6,16,2.59,Intel,2.6,Nvidia,Hybrid,1152.0,1920.0,1080.0,141.21,0,1,Windows,1339.0,7.200424892944957,High (16GB),Ultra (1TB+),2.6,1,Heavy
HP,Notebook,13.3,8,1.16,Intel,1.1,Intel,SSD,256.0,3200.0,1800.0,276.05,1,0,Windows,1699.0,7.438383530044307,Mid (8GB),Mid (256GB),1.1,0,Ultralight
Dell,Notebook,15.6,4,2.24,Intel,2.3,AMD,HDD,500.0,1366.0,768.0,100.45,0,0,Windows,769.15,6.646585301070466,Low (≤4GB),High (512GB),2.3,0,Standard
Lenovo,Notebook,15.6,4,2.1,Intel,2.0,Intel,SSD,128.0,1366.0,768.0,100.45,0,0,Windows,429.0,6.063785208687608,Low (≤4GB),Low (≤128GB),2.0,0,Standard
HP,Ultrabook,13.3,8,1.16,Intel,2.5,Intel,SSD,512.0,1920.0,1080.0,165.63,0,0,Windows,1969.0,7.585788821732034,Mid (8GB),High (512GB),2.5,1,Ultralight
Lenovo,2 in 1 Convertible,10.1,4,0.69,Intel,1.44,Intel,SSD,64.0,1920.0,1200.0,224.17,1,1,Other,549.0,6.309918278226516,Low (≤4GB),Low (≤128GB),1.44,0,Ultralight
Dell,Ultrabook,13.3,8,1.23,Intel,2.4,Intel,SSD,256.0,1920.0,1080.0,165.63,0,0,Windows,1379.0,7.22983877815125,Mid (8GB),Mid (256GB),2.4,1,Ultralight
Lenovo,Gaming,17.3,16,4.6,Intel,2.7,Nvidia,SSD,1280.0,1920.0,1080.0,127.34,0,1,Windows,2749.99,7.919716125876165,High (16GB),Ultra (1TB+),2.7,1,Heavy
Razer,Ultrabook,12.5,8,1.25,Intel,2.5,Intel,SSD,256.0,3840.0,2160.0,352.47,1,0,Windows,1029.0,6.937314081223682,Mid (8GB),Mid (256GB),2.5,1,Ultralight
Toshiba,Ultrabook,13.3,16,1.05,Intel,2.7,Intel,SSD,512.0,1920.0,1080.0,165.63,0,0,Windows,2226.0,7.708410667257367,High (16GB),High (512GB),2.7,1,Ultralight
Asus,Gaming,17.3,8,3.52,Intel,2.6,Nvidia,Hybrid,1152.0,1920.0,1080.0,127.34,0,0,Windows,1312.49,7.180442995849564,Mid (8GB),Ultra (1TB+),2.6,1,Heavy
Vero,Notebook,13.3,4,1.35,Intel,1.44,Intel,SSD,32.0,1920.0,1080.0,165.63,0,0,Windows,196.0,5.2832037287379885,Low (≤4GB),Low (≤128GB),1.44,0,Ultralight
HP,Notebook,13.3,8,1.16,Intel,2.3,Intel,SSD,256.0,1920.0,1080.0,165.63,0,0,Windows,1690.0,7.43307534889858,Mid (8GB),Mid (256GB),2.3,0,Ultralight
HP,Notebook,14.0,8,1.43,Intel,2.3,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,1513.0,7.322510433997394,Mid (8GB),Mid (256GB),2.3,0,Ultralight
Dell,Notebook,15.6,4,2.09,Intel,2.3,Intel,HDD,500.0,1366.0,768.0,100.45,0,0,Linux,523.63,6.262693252225446,Low (≤4GB),High (512GB),2.3,0,Standard
Asus,Notebook,15.6,4,2.0,Intel,2.4,Intel,HDD,1024.0,1366.0,768.0,100.45,0,0,Windows,435.0,6.077642243349034,Low (≤4GB),Ultra (1TB+),2.4,0,Standard
Lenovo,2 in 1 Convertible,14.0,8,1.8,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,157.35,1,1,Windows,1669.0,7.4205789054108005,Mid (8GB),Mid (256GB),2.5,0,Light
Lenovo,2 in 1 Convertible,10.1,4,0.69,Intel,1.44,Intel,SSD,64.0,1920.0,1200.0,224.17,1,1,Windows,479.0,6.173786103901937,Low (≤4GB),Low (≤128GB),1.44,0,Ultralight
HP,Ultrabook,12.5,8,1.26,Intel,2.4,Intel,SSD,256.0,1366.0,768.0,125.37,0,0,Windows,1895.0,7.547501682814967,Mid (8GB),Mid (256GB),2.4,1,Ultralight
Lenovo,Gaming,15.6,8,2.4,Intel,2.5,Nvidia,Hybrid,1152.0,1920.0,1080.0,141.21,0,1,No OS,989.0,6.897704943128636,Mid (8GB),Ultra (1TB+),2.5,1,Standard
HP,Gaming,17.3,8,3.35,Intel,2.3,Nvidia,Hybrid,1152.0,1920.0,1080.0,127.34,0,1,Windows,1129.0,7.029972911706386,Mid (8GB),Ultra (1TB+),2.3,1,Heavy
HP,Notebook,15.6,8,2.04,Intel,2.7,Intel,HDD,2048.0,1366.0,768.0,100.45,0,0,Windows,629.0,6.4457198193855785,Mid (8GB),Ultra (1TB+),2.7,0,Standard
Lenovo,2 in 1 Convertible,14.0,8,1.8,Intel,2.6,Nvidia,SSD,512.0,1920.0,1080.0,157.35,1,1,Windows,2050.38,7.626268016386377,Mid (8GB),High (512GB),2.6,1,Light
Asus,Notebook,14.0,4,1.5,Intel,1.1,Intel,SSD,32.0,1366.0,768.0,111.94,0,0,Windows,278.0,5.631211781821365,Low (≤4GB),Low (≤128GB),1.1,0,Light
HP,Ultrabook,15.6,8,1.84,Intel,2.7,Intel,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,752.0,6.6240652277998935,Mid (8GB),Mid (256GB),2.7,1,Light
